iso2,standardised_legal_form_orbis,national_legal_form_orbis
US,Other legal forms,Professional corporation
US,Private limited companies,Private limited company
US,Non profit organisations,Charity association
US,Other legal forms,School board
US,Other legal forms,Union
US,Non profit organisations,Mutual insurance company
US,Other legal forms,Joint venture company
US,Other legal forms,Unlimited liability company
US,Non profit organisations,Life insurance company
US,Private limited companies,Professional limited liability company
US,Private limited companies,Bank
US,Other legal forms,Owners' association
US,Partnerships,General partnership
US,Partnerships,Savings bank
US,Sole traders/proprietorships,Sole proprietorship
US,Other legal forms,Political party
US,Other legal forms,Trust fund
US,Other legal forms,Pool or insurance trust
US,Private limited companies,Close corporation
US,Non profit organisations,Association
US,Non profit organisations,Youth cooperative company
US,Other legal forms,Trust
US,Partnerships,Savings and credit cooperative company
US,Other legal forms,Fund
US,Other legal forms,Municipal development corporation
US,Other legal forms,Employee owned corporation
US,Public authorities,Government body
US,Partnerships,Consumers cooperative company
US,Other legal forms,Open-ended investment company
US,Non profit organisations,Municipal sponsored corporation
US,Private limited companies,Limited company by shares
US,Partnerships,Partnership
US,Public limited companies,International banking center
US,Non profit organisations,Non profit organization
US,Other legal forms,International financial entity
US,Other legal forms,Credit union
US,Other legal forms,Municipal company
US,Branches,Branch of a foreign company
US,Other legal forms,Closed-ended investment company
US,Other legal forms,Unlisted closed-ended investment company
US,Other legal forms,Unit trust
US,Other legal forms,Investment company with variable capital
US,Partnerships,Cooperative company with limited liability
US,Other legal forms,Pension fund
UY,Companies with unknown/unrecorded legal form,NA
UY,Public limited companies,Limited company
UY,Private limited companies,Close corporation
UY,Private limited companies,Limited liability company
UY,Other legal forms,Free zone company
UY,Partnerships,Cooperative company
UY,Non profit organisations,Association
UY,Other legal forms,Trust
UY,Partnerships,General partnership
UY,Public limited companies,Insurance stock company
UY,Partnerships,Civil company
UY,Public limited companies,Public limited company
UY,Branches,Branch
UY,Other legal forms,Company being founded
UY,Public limited companies,Open corporation
UY,Non profit organisations,Foundation
UY,Partnerships,Agricultural cooperative company
UY,Other legal forms,Investment company
UY,Other legal forms,De facto corporation
UY,Partnerships,Limited partnership
UY,Partnerships,Consumers cooperative company
UY,Partnerships,Production cooperative company
UY,Other legal forms,Parastatal organization
UY,Sole traders/proprietorships,Sole proprietorship
UY,Public authorities,Public body
UY,Other legal forms,Real estate company
UY,Other legal forms,Housing cooperative company
UY,Foreign companies,Foreign company
UY,Other legal forms,Joint inheritance rights
UY,Other legal forms,Economic interest group
UY,Non profit organisations,Social organization
UY,Other legal forms,Promotion company
UY,Other legal forms,Fund
UZ,Private limited companies,Closed joint stock company
UZ,Public limited companies,Joint stock company
UZ,Companies with unknown/unrecorded legal form,NA
UZ,Public limited companies,Open joint stock company
UZ,Private limited companies,Private company
UZ,Public authorities,State company
UZ,Private limited companies,Limited liability company
UZ,Public limited companies,Insurance stock company
UZ,Public authorities,Institution
UZ,Other legal forms,Agricultural company
UZ,Non profit organisations,Association (union)
UZ,Public authorities,Public association
UZ,Non profit organisations,Community association
UZ,Other legal forms,Household enterprise
UZ,Sole traders/proprietorships,Sole proprietorship
UZ,Non profit organisations,Non profit organization
UZ,Partnerships,General partnership
UZ,Other legal forms,Additional liability company
UZ,Other legal forms,Unitary enterprise
UZ,Branches,Branch
UZ,Partnerships,Cooperative company
UZ,Partnerships,Consumers cooperative company
UZ,Non profit organisations,Educational institution
UZ,Other legal forms,Public fund
UZ,Public limited companies,State owned joint stock company
VC,Private limited companies,Private limited company
VC,Companies with unknown/unrecorded legal form,NA
VC,Public limited companies,Limited company
VC,Other legal forms,Fund
VC,Public limited companies,Corporation
VC,Other legal forms,International business company
VC,Private limited companies,Limited company by shares
VC,Private limited companies,Limited liability company
VC,Other legal forms,Open-ended investment company
VE,Public limited companies,Public limited company
VE,Companies with unknown/unrecorded legal form,NA
VE,Public limited companies,Insurance stock company
VE,Branches,Branch
VE,Partnerships,Cooperative company
VE,Sole traders/proprietorships,Sole proprietorship
VE,Foreign companies,Foreign company
VE,Partnerships,Civil company
VE,Sole traders/proprietorships,Sole trader
VE,Other legal forms,Small business
VE,Public limited companies,Public limited company with authorized capital
VE,Partnerships,General partnership
VE,Partnerships,Family production company
VE,Private limited companies,Limited liability company
VE,Partnerships,Limited partnership
VE,Public authorities,Municipal authority
VE,Non profit organisations,Health institution
VE,Public authorities,Public authority
VE,Other legal forms,Subsidiary of a company
VE,Other legal forms,Joint inheritance rights
VE,Non profit organisations,"Association (league, union, society, club, etc.)"
VE,Non profit organisations,Educational institution
VE,Partnerships,Limited partnership by shares
VE,Other legal forms,Strategic alliances
VE,Non profit organisations,Association
VE,Public authorities,Government body
VE,Public authorities,Embassy
VE,Non profit organisations,Religious institution
VE,Other legal forms,Conglomorate
VN,Companies with unknown/unrecorded legal form,NA
VN,Private limited companies,Limited liability company
VN,Public limited companies,Joint stock company
VN,Companies with unknown/unrecorded legal form,Corporation
VN,Private limited companies,Limited company
VN,Public limited companies,Public limited company
VN,Public limited companies,Insurance stock company
VN,Branches,Branch
VN,Partnerships,Cooperative company
VN,Other legal forms,Joint venture company
VN,Sole traders/proprietorships,Sole proprietorship
VN,Public limited companies,Public limited liability company
VN,Private limited companies,Limited liability company - sole shareholder
VN,Other legal forms,State owned company
VN,Private limited companies,Private limited company
VN,Foreign companies,Foreign company
VN,Partnerships,Limited partnership
VN,Partnerships,Partnership
VN,Other legal forms,Foreign investment company
VN,Other legal forms,Open-ended investment company
VN,Other legal forms,Closed-ended investment company
VN,Foreign companies,Representative office
VU,Companies with unknown/unrecorded legal form,NA
VU,Foreign companies,Foreign company
VU,Private limited companies,Limited company by shares
VU,Other legal forms,Fund
VU,Other legal forms,Investment company with variable capital
WS,Companies with unknown/unrecorded legal form,NA
WS,Public limited companies,Public limited company
WS,Private limited companies,Private limited company
WS,Foreign companies,Foreign company
WS,Other legal forms,Open-ended investment company
WS,Private limited companies,Limited company
WS,Private limited companies,Incorporated business
WS,Other legal forms,Private investment company
WS,Other legal forms,Fund
WS,Private limited companies,Corporation
WS,Other legal forms,International business company
WS,Private limited companies,Limited company by shares
YE,Companies with unknown/unrecorded legal form,NA
YE,Public limited companies,Joint stock company
YE,Foreign companies,Foreign (registered) company's office
YE,Other legal forms,Government owned corporation
YE,Private limited companies,Limited liability company
YE,Partnerships,General partnership
YE,Sole traders/proprietorships,Sole proprietorship
YE,Other legal forms,Company
YE,Private limited companies,One-person company
YE,Branches,Branch
YE,Public authorities,Government body
ZA,Private limited companies,Close corporation
ZA,Private limited companies,Private company
ZA,Public limited companies,Public company
ZA,Foreign companies,Foreign company
ZA,Other legal forms,State owned company
ZA,Public limited companies,Public limited company
ZA,Companies with unknown/unrecorded legal form,NA
ZA,Public authorities,Statutory authority
